freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.843e+01,2.630e+02,7.929e+02,1.094e+03
1.7,1.204e+02,1.905e+02,4.889e+02,7.998e+02
3.4,1.364e+02,4.878e+01,1.151e+02,3.002e+02
5.0,1.135e+02,5.284e+01,7.127e+02,8.790e+02
6.7,9.995e+01,5.367e+01,1.828e+03,1.981e+03
8.4,1.017e+02,5.278e+01,2.996e+03,3.151e+03
10.1,1.031e+02,5.376e+01,4.404e+03,4.561e+03
11.7,1.023e+02,5.454e+01,6.285e+03,6.442e+03
13.4,1.033e+02,5.581e+01,9.229e+03,9.388e+03
15.1,1.308e+02,5.904e+01,1.385e+04,1.404e+04
16.8,2.741e+02,7.500e+01,1.664e+04,1.699e+04
18.4,4.491e+02,8.665e+01,1.179e+04,1.233e+04
20.1,4.962e+02,7.131e+01,1.191e+04,1.248e+04
21.8,6.625e+02,6.413e+01,1.692e+04,1.765e+04
23.5,7.446e+02,8.026e+01,2.195e+04,2.277e+04
25.1,3.951e+02,9.871e+01,2.740e+04,2.790e+04
26.8,1.682e+02,9.913e+01,3.497e+04,3.524e+04
28.5,1.198e+02,9.030e+01,4.458e+04,4.479e+04
30.2,1.178e+02,1.188e+02,5.556e+04,5.580e+04
31.8,1.482e+02,1.362e+02,6.959e+04,6.988e+04
33.5,1.953e+02,1.938e+02,8.778e+04,8.817e+04
35.2,2.363e+02,4.122e+02,1.106e+05,1.113e+05
36.9,2.983e+02,9.239e+02,1.431e+05,1.443e+05
38.5,3.972e+02,2.100e+03,1.884e+05,1.909e+05
40.2,5.583e+02,4.426e+03,2.511e+05,2.561e+05
41.9,8.803e+02,8.742e+03,3.516e+05,3.612e+05
43.6,1.548e+03,1.709e+04,4.894e+05,5.080e+05
45.2,3.201e+03,3.212e+04,6.901e+05,7.254e+05
46.9,7.826e+03,5.150e+04,9.897e+05,1.049e+06
48.6,1.339e+04,7.447e+04,1.438e+06,1.526e+06
50.3,1.103e+04,1.226e+05,2.274e+06,2.408e+06
51.9,6.940e+03,1.764e+05,2.772e+06,2.955e+06
53.6,4.967e+03,1.724e+05,2.173e+06,2.351e+06
55.3,3.529e+03,1.518e+05,1.492e+06,1.647e+06
57.0,3.631e+03,1.643e+05,1.178e+06,1.346e+06
58.6,4.134e+03,2.283e+05,1.157e+06,1.389e+06
60.3,4.087e+03,3.051e+05,1.275e+06,1.584e+06
62.0,3.997e+03,3.193e+05,1.247e+06,1.571e+06
63.7,4.095e+03,3.063e+05,1.082e+06,1.392e+06
65.3,4.190e+03,3.058e+05,8.971e+05,1.207e+06
67.0,3.814e+03,3.216e+05,7.414e+05,1.067e+06
68.7,2.408e+03,3.360e+05,5.890e+05,9.274e+05
70.4,1.818e+03,3.622e+05,4.982e+05,8.622e+05
72.0,2.254e+03,3.911e+05,4.259e+05,8.192e+05
73.7,3.015e+03,4.353e+05,3.626e+05,8.009e+05
75.4,4.247e+03,5.008e+05,3.137e+05,8.187e+05
77.1,6.496e+03,5.970e+05,2.897e+05,8.931e+05
78.7,9.540e+03,7.159e+05,2.791e+05,1.004e+06
80.4,1.215e+04,8.247e+05,2.622e+05,1.099e+06
82.1,1.281e+04,8.408e+05,2.244e+05,1.078e+06
83.8,1.348e+04,8.291e+05,1.909e+05,1.034e+06
85.4,1.547e+04,8.037e+05,1.711e+05,9.903e+05
87.1,1.738e+04,7.392e+05,1.561e+05,9.127e+05
88.8,1.937e+04,6.672e+05,1.441e+05,8.307e+05
90.5,2.152e+04,6.031e+05,1.329e+05,7.575e+05
92.2,2.313e+04,5.381e+05,1.205e+05,6.817e+05
93.8,2.416e+04,4.780e+05,1.096e+05,6.118e+05
95.5,2.395e+04,4.135e+05,1.020e+05,5.395e+05
97.2,2.163e+04,3.426e+05,9.676e+04,4.610e+05
98.9,1.803e+04,2.858e+05,9.388e+04,3.977e+05
100.5,1.448e+04,2.618e+05,8.918e+04,3.654e+05
102.2,1.291e+04,2.515e+05,8.133e+04,3.457e+05
103.9,1.311e+04,2.323e+05,7.087e+04,3.163e+05
105.6,1.155e+04,2.163e+05,5.937e+04,2.873e+05
107.2,1.434e+04,2.207e+05,5.538e+04,2.904e+05
108.9,1.915e+04,2.168e+05,5.342e+04,2.894e+05
110.6,2.312e+04,2.090e+05,5.197e+04,2.841e+05
112.3,2.741e+04,2.091e+05,5.201e+04,2.885e+05
113.9,2.985e+04,1.952e+05,5.370e+04,2.787e+05
115.6,3.149e+04,1.700e+05,5.500e+04,2.565e+05
117.3,3.778e+04,1.523e+05,5.572e+04,2.458e+05
119.0,4.809e+04,1.442e+05,5.616e+04,2.485e+05
120.6,5.668e+04,1.361e+05,5.652e+04,2.493e+05
122.3,7.171e+04,1.266e+05,5.713e+04,2.555e+05
124.0,8.571e+04,1.215e+05,5.673e+04,2.640e+05
125.7,9.107e+04,1.191e+05,5.595e+04,2.661e+05
127.3,8.742e+04,1.104e+05,5.445e+04,2.523e+05
129.0,6.477e+04,9.896e+04,5.352e+04,2.173e+05
130.7,4.953e+04,9.013e+04,5.218e+04,1.918e+05
132.4,5.206e+04,6.760e+04,4.012e+04,1.598e+05
134.0,3.575e+04,1.884e+04,1.006e+04,6.465e+04
135.7,2.452e+04,4.537e+03,1.384e+03,3.044e+04
137.4,2.060e+04,3.597e+03,1.215e+03,2.542e+04
139.1,1.886e+04,3.558e+03,1.053e+03,2.347e+04
140.7,1.517e+04,3.878e+03,8.608e+02,1.991e+04
142.4,1.266e+04,4.105e+03,6.949e+02,1.746e+04
144.1,1.003e+04,3.949e+03,6.699e+02,1.465e+04
145.8,8.241e+03,3.601e+03,7.622e+02,1.260e+04
147.4,6.877e+03,3.333e+03,8.434e+02,1.105e+04
149.1,6.889e+03,3.357e+03,9.806e+02,1.123e+04
150.8,7.457e+03,3.540e+03,1.074e+03,1.207e+04
152.5,7.597e+03,4.265e+03,1.002e+03,1.286e+04
154.1,6.968e+03,4.539e+03,7.869e+02,1.229e+04
155.8,5.739e+03,4.205e+03,5.673e+02,1.051e+04
